,asin,awesomeness
83,0083C51388F23C1AD8D5D5E62906CA6D,0
84,0085F1E2CB577F49E24DC3DA6AC14B65,1
85,008601EBE928B257701DC7AF97571304,1
86,0086E29B8F15FB77E186456DC78A2520,0
87,00877F014EA4F4896F55AEC311B9F470,1
88,008948F4020241D2A9E405D263B4391C,1
89,00896330F0897730F353787D08DB020E,0
90,008C27C64B14D938A775D4CDE6A81216,0
91,008CFFE75B3744C456A05E9CDD43DD32,0
92,008D3819CDE544E685687E5C3F7F9348,0
93,008E364A21DF4389CB7EDB5DBE2185CB,0
94,008F7942E46E185BB9B811DF4354685B,1
95,008FB38E00007F6D9234427B122EE656,1
96,00928B60645821159AB83796675325AC,1
97,0092ACF97EE144615EE81118F69E26C8,1
98,0092DA0FFA48FB939B2A8A9D024BE6C5,1
99,0092FEF506B2B01D541B8BCF6C5D4668,0
100,0095578625AB256152FDCA1EF1F084FC,0
101,0095C065B3669ABA050C9FB6F91C58ED,1
102,009607D2F274BF6F60D02FA07EF72F12,0
103,00979BB69229DE21E363C2BC22F02AB0,0
104,009A3D7E080C73357EF5D876B6EE2C2D,0
105,009C7074F24342D2F162B19D564DA0D0,1
106,009DABC7F1EBF288059F99F7605683A0,0
107,009DDDCF56835FB748E695574D91A11E,0
108,009E68F8598BADB70AB3AE0BEF20BB4C,0
109,00A6E2CDE1C0998BBA14B467E6731A9F,0
110,00A998349A31D0102E7BF7F44D5B74F4,1
111,00A9BAD3E3E292B612E76DBB8A31F495,0
112,00AD86073E44BA86EA96ABAB871239F0,1
113,00ADB4BBA4A9ED820009F70C603124BF,1
114,00AE1B262B5F91E187112176E03E7A38,0
115,00AE82D1CCBEC363F56058F37AE13165,1
116,00AF20C442D21BA3BA8BDBD102F9199F,1
117,00B0908D9DA90398EFAB9CD5677079E4,1
118,00B09B7F011309AFD9633A458282C155,1
119,00B13947CD65510480656C857F62B47A,0
120,00B182AA323B75C77AF509CE19A3EDA9,1
121,00B1C1118A41A1428B1AFA3B9F93DC25,0
122,00B29357B996FD7661414EE42DF40B0A,0
123,00B5B0D5C6DC53EC69BCA0AFAE81CAE4,0
124,00B7F8299D88C35E2FAE7055F4FF2A0E,1
125,00B87BEADE26581482C97A0F68DE4D7D,1
126,00BC1F25D7F2A8BDAACB7F9260AA495C,1
127,00BC3AC1F23A6038C955DED9093C110F,1
128,00BC762E6911837EF1EFDEFBE60450EE,0
129,00C10185A32E71D063F1D081DFF47640,0
130,00C6E0CA427C224B689270FF4149E22A,0
131,00CAE61A98D083AECAA575A8FA2AB921,1
132,00CDE396BFD9FF9BBBEAF61325C4DC62,1
133,00CE1B6FAA6E21D828176BCE27A1A5D9,0
134,00D101A199EC3DF47E7FBFE18BA558D2,0
135,00D1ED2A580627D4F0A71B20D3497BD9,1
136,00D42517B25DB7BF6F8845329F2EE513,1
137,00D5997CCC171554955050688116A551,1
138,00D807A9819D9A0AA72A03E7A5E962FC,0
139,00D95B1959E6351D25E83249A731D67D,1
140,00DA95FCA66BA68B6C32E3291B0F0814,1
141,00DADD507BAE3BF14B176F558D5C8494,0
142,00DCB2D3CA558CD8736010B6861DAF5B,1
143,00DD4902E5FB5989D083DD501DFCC62F,1
144,00DF476956AF924E399569B021B81FE2,0
145,00DF7E29587D52B6A636344525266754,0
146,00E1B5735E04D682D280620B199836CE,1
147,00E20D753789D9EB6B3AA5008A1B26CD,0
148,00E47AF3A2D9149A12443D02F7459249,0
149,00E4E9753C13D18E211C10F545DCAB79,1
150,00E7C08242F7034C1138AA571EB54E31,0
151,00E82EA4F5C8382CAEB5A65D6F33CF15,1
152,00E85D477B9F3600C7FBC296A4BAA413,0
153,00EAE5929AC0B7BA516DD97656CFB894,1
154,00EE038B696B2048CAD0967ABBD0DE7A,1
155,00EE7B9473410CAE3E7EE4485ACF7C9E,1
156,00EF632B602CE770DAABAEAF08B853BA,1
157,00F246BC901EB1CB0C9668876A33D8EC,0
158,00F3F1F6425801C40FC2331F47B542F8,1
159,00F819C4A368C89F16944E963BE0463E,1
160,00F8642656FD8B13DE9DCEC70F67889B,1
161,00FBFD6105D25743A3DE1F2A494BFD64,0
162,00FCB5BB3880023D850AA6BE22E3AC31,0
163,00FDA1A97422D589D04D3507B977DABA,0
164,00FE5BCFC3B4A2B07005476CD2251A2A,0
165,00FEEC574548DD54DD35EC41A6D12EB5,0
166,01010ED481034B578D051FFFBBCC73A2,1
167,01017C6167701600590BA33FDA59E46E,0
168,0101D5E6EDE61F33F3DB439FB4A3100F,1
169,0104378675C63E731E4A06B5B9675D38,0
170,010499A55A9FD857FA89347F046F6C6D,0
171,0108262F951838F9DF3E35FD281F2C2B,1
172,010896F98A77BD42D78166AB10838015,0
173,010C2FC43B58807D88BD4B135778FB17,1
174,010DD818D3D5DA7F23FB661B9839A836,1
175,010E3BAE2D9EFD055ED0BED40F0C0ACF,0
176,010FF642F24C7E4846938F338160320F,1
177,0111C017434AD3C6D4BDCFAC5D1DECFD,1
178,01128BA9AC29560A87CB59FB50C32335,0
179,01148018EB6483AD247516098577428D,0
180,011651E4C9560E59EBD5685989174750,1
181,0117C2E8193855B38BD35A77C7C06911,1
182,011E44F8C6F1CA18F46242B4832856CA,0
183,0121E219A3C178BDE2488237A8707BFD,0
184,0122DB4EE609F3357B1A26E2DBCF9227,1
185,0124EBE150877372E2E85615B1AD97D5,1
186,012550B116B17BDAEE35BDD06F0A00EC,0
187,012738FD11896D82C5260254E2AE47C2,1
188,012AD89FF51CED2D5E77BF4DA8A8FF97,0
189,012B0CA5391437277C9EE81FFAC01C0A,0
190,012B524E17C4A736C900E39C00415E18,1
191,012C1C80C6A8B03FF859722537C80364,0
192,012C70AC6F4DC7D6F586858837003139,1
193,0130ABEE88560B76AE3EA26191A7AB37,1
194,01357FC91A4FF60F7AE0F859AD6E3464,0
195,01364199B53072D64E6FE44577ED3F03,1
196,013883B1016528E50F92E06CD5A37B61,1
197,0139B2BFC9E32088B0FC3C53850A6DA5,0
198,013AE6ED4A44E26EF02249EBB723BA63,0
199,013AF35E1A0173BAFB11CBC348763154,0
200,013B8AFDC5913D88ECFC1BA96EE3CBD6,0
201,013CA921B45308C9D079809AED4DCAB1,1
202,013DCFD2B3B17E4C693E63090EB2E340,0
203,0146D8A3D1EB3E5822D479AF4E80D0AD,1
204,0146DC9F74DFE57104F175B8DE8684C7,0
205,014767769395B78D3A83C62BAEEBD486,0
206,014B97DAA7AE29FC28B4D42284ECB462,1
207,014D053FEB50CD42EB30F28591CFBEBA,1
208,014D10E2F8F887DF118EA63F020CEFAE,1
209,014E730BD465F5B3E176E6D59006AA72,1
210,014EA56510844A7C2ADBADAE2AA2A3D3,0
211,0151FB77B586D1E536747AB56A65AAEF,1
212,0155662753C4CFE1A29292B7A2B5F3CA,1
213,01558C8E66F84F84BCC9C9E25D9480A3,0
214,01562ACDB6E318DF5EDCDA7E643783A5,0
215,0158D56777802948091A44020E2DF580,0
216,015C6639A10C7B7DB2D77D8B90DAC451,1
217,015CBBA6B6F3AD7A628AC054D3726805,0
218,015E563DBE8016A5485B8073B357A358,0
219,015E5DE883D711D0A21B2F22CF640041,0
220,015FC80FFFE10551B767DDC9CC4C3FA4,1
221,0161A2A85C57B89228DED4C1BEB3D8A4,1
222,0164C8BD65CA46A33E29319F3A4E49EC,1
223,0164EE79066191D9092D0F9D8670F463,1
224,01676A0E9AADC0B37369A6661F76608D,0
225,0167C59AF0EF5EAEC3BDFF76F0337E44,0
226,0169ED51DC124671FE90DC29AC50F070,1
227,016B38717B85E2458F5CAE32A45C904A,0
228,016E81618809236A967ABCAF8581DDD7,0
229,016FF19A319D13405C5DB002A221F5C4,1
230,017018973399787F7B2A593F3B1A7EF2,0
231,0170AEEC72BE3F4936B492795D1A27F3,0
232,01722E7FA7C79159C0DF455F5195445E,0
233,017311E3312A448BF26C1D1B6874E682,1
234,0173C3FE1BEEE08BE1CB7AD03D97345C,1
235,017574B7CF7418033A61F4A7C85747C5,0
236,017877265F86FDD27889E18A71A5F1CA,1
237,01791B480789D93795B65AE26BC8A584,1
238,017932141885E1CC84B40EF3D1100335,0
239,01795919DA377AC8DF4525224E30F129,1
240,017AF77B650AD10E0240A93D6F9ABDA6,1
241,017C23816D6934A4CA682636934315DE,0
242,017C7FCFA7A43361F8F989950ECF50F9,1
243,018160F348578320F59969AC4B4C9A29,0
244,0181CFBD33C6B2F1067A72B8252AE774,1
245,018823159A34643EBE441BBD4E231277,0
246,0189D8A6BA82E7940CED337ADC2F74CC,0
247,018B281ED05199A7FD2C129B7822FE66,0
248,018F0B43AA44D30D62032C16A46DB31F,1
249,0192DCD71B4530625D538F555A413719,0
250,01931D38F9ED83A456FFE9A50B3C5C52,1
251,019434FE9B90C90D4AEB2C7503D28CE8,0
252,019663222B45792473E1A95344353911,1
253,01970802E7C0EAFD775DAC9772373C9D,1
254,0198AE0B1F8FC48BACB6285A04AC70E5,0
255,0199173BB4543481A0F98B8B3D885AE8,0
256,0199692DC233E1B34906417730A96419,1
257,019A728D1B4EF3F4F15C9E51857C406F,0
258,019BAA3E21BE676558681F4A4CD28AAB,0
259,019E17BB521CB369AD598182A29C1F08,0
260,019FCBCA9577225C6A8C9FCE63A8F71B,0
261,019FDACC249E2D3A2A7C6B5BDAF957F3,0
262,01A4E78347F6EC9896D26B5F4D6B6B70,1
263,01A5CFB79314CEBB280F6A65F6275D76,1
264,01A655CDB40E36B1AC9E5E0A3F39883D,1
265,01A7355A703DB4D57538DBA0B275EF72,0
266,01A7640BA8DCC6803CEF8AD28A4E61EB,0
267,01AC2BE1A8A4F5C53803045AD34B5940,1
268,01ACFBFD08A61554CECB6DD5568F91A2,0
269,01AF9A161EBC16DB949F2AED68654EA6,1
270,01B1B0B8EBFA334AA3A9BDB59D996F1D,0
271,01B21888BC94A900B6182EE8A1FB522C,0
272,01B328DFEAF128B717B173B5B10BADA7,0
273,01B3F00C11BED6656DDD8F259538CB05,1
274,01B4009DFAC2E141EE7A63CEBB4A2497,1
275,01B579004EAB09C97ECBC22DE2F48BF6,0
276,01B58C4767A887260C5C5876FE87AA8B,0
277,01B6D05F0E53E4130678B2F1AC21D1C6,1
278,01BAC3AE614701C7394D53084F72E3A5,1
279,01BC552EB05E392C1AC652B827AAAC4E,1
280,01BF7C8E6D0F5BB6151376EA70BF1D67,0
281,01BF819A8C2E0244D4F66E62FA28E0BF,1
282,01C18C80DC1D55A55D6186B0C77C5970,0
283,01C54AB6E79D9CD89B5A2DC9A8FC6DE7,0
284,01C753075ECCE90F04AD714E27EC8184,0
285,01CA57E9749EF803F374B59BEAA1C463,0
286,01CD4DA8D122E0C587FE38B2D50F58E2,0
287,01CD8FB565B9A0FBCF351BD849EB2ED6,1
288,01D0BE8C7D5CD9221E924187894B455A,1
289,01D41CDFBB9AE8BE84DAE106F33F0616,1
290,01D8CE69DFABFC0BA47F84D604A1B169,1
291,01DAFB28301AB4ED57A1F4CD07BA94AE,0
292,01DB9ED45ED1F59DE20738D5C6E77CD1,1
293,01DD2A79810C7BAEA53D5AE7F9345C12,1
294,01DF3E2D8B8387437602493B5056C6B2,1
295,01DF781E9AF92662FF59DC99A7D1DDD3,0
296,01E0F5A3DEE7C353D62D577508A29025,0
297,01E147875C16A7FF7ECFAEB83BF91B58,0
298,01E1D33335C31078B9ABBA5108551875,1
299,01E560ABDB3904BEA4C7F015721D6AAB,1
300,01E64573E35F4751BBDCE70BBF7745D1,1
301,01E6A374DDF33BA5CBCECCFF179AB263,0
302,01E6C2560A0BC73D12A966CAFFA3795B,0
303,01E9820C5AB3863CCFB2BADDB4473FBD,1
304,01EAE06D42D2F781C852AAD49CEE9F7B,0
305,01EB79A9803EB5B4244E2ECC306C1382,0
306,01EE847EFB17B3ECCC315226C7167955,0
307,01F1C616C1536E5438251AA241548F0B,1
308,01F1F07C76455415D2D631CCFC92AF96,1
309,01F241178561A37078E4D2474153F066,1
310,01F2547AF2EFCC68B6D81E940B368EE1,1
311,01F59F533A039A3F31867D57838A8B79,1
312,01F5BFBF372936F22FFF8E83E261F4AC,0
313,01F60DFEB6E4784C04A54C50C572D925,1
314,01F6EC520BB2AD95D2FB75BA8E7CA30B,1
315,01F756506746168E05E08C31C511F3AB,0
316,01F8BE664BA5CF5D615849B4749CA286,0
317,01FB613934DD8B418DB8A5D8CF7AEC38,1
318,01FCAFB0F97219E9AC738762285E3299,0
319,01FD3E84B865117CD4975FEEA64561C0,0
320,01FD3F294FC8ACC00A200DF1E455192D,0
321,01FD442DB20F5F3A2E89848EDD6F4C4B,1
322,01FE8388F7CA915C74C5C1AF3F1A8976,1
323,0202383710638C1877CC0936AC7B2BB1,1
324,020350B0D16FBD2BBE475AA4666F8040,1
325,020538C179E784462DD8F8586C199721,1
326,020944CEA0097292EDA5FC8DE4249F3B,1
327,0209CE342AE576756E300E1A5BF845F6,0
328,020B90B06D4011BA8B0F01378DEEFFCE,1
329,020C7D71308843FADCB081F376EAF3FE,0
330,02102CBC4E69620C7A08BAD2E62BCA98,1
331,0211913F4349284B162C49BE7B0FD252,1
332,0212CDE41C3035C2D030741A33D1FC9B,1
333,02136E663DEB20B8B0D5D0E111C5DC56,0
334,0217DA11EB2B4849D8A8BAD490F0DBCC,0
335,021C364B619734F74FFD028E9C8C730E,0
336,021FC6FFCC500886573EA0BEE44D88E5,1
337,021FC76CB1E66308A890A112D5B1054A,0
338,022233977F12F4ED258A2DE44920DBF4,0
339,0223650B173860C9AB16DF02338C04E7,0
340,0223BB24AE2DF9201D977270C0E4BCB8,1
341,02241CB1403246CBC1E188944EBF64A5,0
342,0226D6219E3260F20BDFCB4A653CBDC1,0
343,0227C63E3780CD7317007ED066226D10,0
344,022AE71C63E33E34A59D0E05A427AFCE,0
345,022DD8DA7B0E7203E5C6C7DC5A1B2A43,0
346,022DE4ED63EB19875C45145AF7DC7DB3,1
347,022FD0E92D8852521823EEF524A26F50,0
348,0234577BF6BA6D0529C141E8C791693E,0
349,0234755A506C86E24243B0375CA1EC53,1
350,0237C31D9C0F9BC1177A1B10E60EEE30,0
351,02393402C2429FA6DF738EC6E8561DF4,1
352,023AA847E90651649DB390D0C731D64E,1
353,023B17409235330973391DAD3CD8F1BA,0
354,023C0D0F7ADAB178DB4D94E4FD62C5EC,0
355,023C7BB446A9C3ADFE10519F9CFBCDA2,1
356,023E76DB3A7D3D2EF156DEE6E58F11DE,0
357,023FAE9287AD3849A4D8FA73EE215C40,0
358,02411D0EFCCAA8800B0CA04DB8CD9821,0
359,0243803E4EFB7F57331A65125EE82A08,0
360,0243C7684CDA6424EC67E8C360EA7D24,0
361,02446D15E6B15A384B297617B5D47A23,0
362,0244993DD90B0DC00FD01DFF3A5F1635,1
363,0246824A6E16CBB065CA47CD50FB7A7D,0
364,024893F574F69E335BB0C522BCBB03B9,0
365,024A821D57BD6BDE6F1178CB66642867,1
366,024B1545090C58F65B677D6EDE126762,0
367,02511508FABA2E447BA0617C8337871C,0
368,0251B36ED2A1DFB23250882BA66505DD,0
369,0254CE6BA5066DB0122B5F67A71A8888,1
370,02567FF75EF7190C6A974F22C31F7988,1
371,02570E2677A60CB3C2EC5A2E71004B00,1
372,02573BE5E6394A1660C1F3BDD698ECF3,0
373,02584B950E5527A0ED2DC6AA4FDCF5D8,0
374,025C3428856F184363B53327061E44EF,1
375,025C7E3E0E1DFBF4D1765B3E2F819722,0
376,025D2AA73BB63A60F16B708BAB92D65F,0
377,025D3CAC1F986907BF0482AA7DFE8C0D,1
378,025E0AAF2B10E3FE5EF15E2B5410D760,1
379,025FE374A44300A4064A4D9C9B9381AA,0
380,025FFB859F80E6F91B1DC9913D161EC3,0
381,0261EBF5EC807CDEA9BE96E0434305D3,1
382,02623356983B93AAD12876859659F6EF,0
383,0262405C8205A011A25C49D3C46752C2,0
384,02642D42BF165D095933B16D1A91D917,0
385,0266488D092A04EB0C8E965BC50C2ED7,1
386,026A0E9A70FCCF9D995B44B3CAC404DC,1
387,026A502006CCACD42F286FC535507AD5,0
388,026AE8D9BAF2210D3F44C00B22EBAEF7,1
389,026B9524EC5302CC4E3496A6605C122D,1
390,026C8E4CCF1912D5D0B058442F915989,1
391,026CDADF53711014068BEF25F019B969,0
392,027251F8330DA18F7AAF71FB6EA3FFF0,0
393,0274235AC4B991B37C6E2DAC7E751F93,0
394,0275A062B73D31B6BA79274770065B8E,1
395,02764571546FA12902681225C7F1D714,0
396,02774D620A0B4D8106047A477B045033,0
397,0278B22DA5FD8CC71A92C1657B25690F,0
398,0278CC702FA961F9A466F2CE1D52073C,1
399,027A5352A969F60A539140582FBDE686,0
400,027A68917880466C3F45EBE81EB4CAD8,0
401,027FF59E35CB87A81F72C4B9912C0D5D,1
402,0281715E5707A6DCCC5080D74CB3E4D6,0
403,0281E9F6BC0331943F1A4C1BA1D6D091,0
404,0284C5264FFDC362EF412084999B6EA5,0
405,0286EB546E3AA443408085961E4AB590,0
406,028747B3806FBAFF98DA80E5A44135A9,0
407,02886E413B949FF483CDEC45AE4B77CA,0
408,02890125321FC5C4C268A0D8D0E565DA,1
409,028A5975426CC72EA180C6AEF093FB88,1
410,028BD27B99388D05F37266F28154047E,1
411,028C26784E02BBFE8E50603E9797C6C9,1
412,028C7F16E1B35C57C3F141D0FCFFB864,1
413,028D36F1B821A2CE00D1F19E4DE7A865,0
414,028D910DB83919B0D63E0E5B9363788C,1
415,028DBD8C663DFDBBE310DCFAC6774AC3,1
416,028E28BB967BE1F0D4D1BAFC75DC5416,1
417,028FABF9ABF9D2B06345FE8CDF1FF9E5,1
418,02907F80789FA1967B1B140B183DD982,0
419,02915D0814D7152B588FC653783189D1,1
420,029430A175CE0E479B2E86E43657777A,0
421,0295F2907A71D59E892E9B34A34B0540,0
422,029679A72258E14FC65BC0643BADD605,1
423,02980EFFB820C4DAA223930DE0C14BC5,0
424,029B9B82A055496EAA0EB2727266254C,1
425,029D63AF50ED22A8C6B69EC525401157,1
426,029F712EAEC7CDDF493D45F1E2A5D8BC,1
427,029FD99B15BB0564F28830EC15D7C944,0
428,02A2C26E2C11D7B48CB8314DC326852B,0
429,02A3CD3DD8836EB5AD2FA54D2DE97B46,0
430,02A7183F2A75C27BACFEB299BD393C0C,1
431,02A845F398DF234B205B3FFF7A3C7E32,0
432,02A9EE15D8AA60B8A692AD35C8FC3C10,1
433,02ACAA1D6828FC38C8EC85C8A1A24842,1
434,02AFF66E4126355CC549E26FECDABDAA,0
435,02B51325951A739B1FEB4D92A2E5E12F,1
436,02B7E49FF1CDBA03C567423F9081613A,0
437,02B8B6D7EE5100EC2724688FBF8D5B31,0
438,02BB82272C032865C4C1AEBB1B7D1429,1
439,02C18945AEA22C00F7DE51726EF14121,0
440,02C319D065A390B3D73DF34D6660373A,0
441,02C37EEAD6D43FF5BCD5F0ACACD92023,0
442,02C4A51ACE7C504DE0A0911754A77F12,0
443,02C5627F06F3F53BC05830523BC8E4CD,0
444,02C7AEC37B3C134217DDD322BFBB2E0A,0
445,02C7C81DC915B125992BD655E515C871,0
446,02C8950C638BCD1C19C7F8EDD3E71D80,0
447,02CC76D9C021DCDA1034CD18FFE70850,0
448,02CD861AAED7FF0248E29F856A6851DA,0
449,02CD987ADDFE953141108616F81CBAF3,1
450,02CDB3F26FF0AA38486E1F75CC6D3E81,0
451,02CEF6C210EF1A11084A9995F03A693A,0
452,02CFC6EABA4952ACA0FD2802C4B5C5C0,0
453,02D1615FA4B0EE4AF8390BEDE3900889,0
454,02D60635A8CEBA3A3EC768AE1B04184F,1
455,02D9CCD42646B92306E53665A4E3BC87,1
456,02DB4AECDA9652C1FBD915F73C88653B,1
457,02DDDEEF1D0807E8D405B2B802D51C2C,1
458,02DE365563F393773B81AFC2A45BD7E8,1
459,02DF3ED8A8ACCC1309775C0AC8447077,0
460,02E11924E1F5EEA88CC86C1FA5BB610C,0
461,02E1AB31DB79E6AD21684FD701E37386,0
462,02E452C4B4EBA74FC59EB711BC8C0272,0
463,02E6479D2AC345AB991739D375F976C4,1
464,02E6480AFEBAFE37915EAFD5CA4644AA,1
465,02E6727F023838B0F2C8D176C42016FC,1
466,02E7771B8B86ACB3A4D9B0800CC67D09,0
467,02E788106B35BA0111C8590D886BCD53,1
468,02EB8406CEE5B8FC5689EA48BC2B40B1,0
469,02EBE9628F7DFD84F5C6C2B8C9FA9577,0
470,02ED8FFC4A8BCA147869C08BBBD92A9A,0
471,02EE62DB78FAA9F65B0D3D56B1CA7AB9,1
472,02F069776E3901D4EBC0C194DD1952F0,0
473,02F65BB4A5267AF53C123822D148DED7,1
474,02F7C3357E5C1D1A87905C402AF4C3A6,0
475,02F8DA8894A30573B5A0DD1413F72AD8,1
476,030126C52C3034FE91B910CEAE291027,1
477,030418F677F3279A33752BA416B5BC40,0
478,0304FD412ABDE1314BE0626C20188FF9,0
479,030753B2EEAE858832B8FE4A3407E206,0
480,0307A221E3D6A6349B689B013C907192,1
481,03093B6BD3A52EF2EDF6456A13A9E3F3,0
482,03095891A888A455843D6D90FDFF2D00,0
483,030A0A3CF40D7C78732D59DDAF9C5785,1
484,030BD6DF16B5CC805F571B272ADC26EC,0
485,030D9F4F602F601F2C8B15012BB04F90,0
486,030F69D4FC140513398BDA1E12B6FE16,1
487,0310DD66639EEF330E99522DDD33A8DE,1
488,0311AD15EC2E529F9E9B158302B9FBF7,1
489,031297EF9CE20E6769ACB1316D16461C,1
490,03129EE5EA44D33F1E33C582D505479F,0
491,0312EB0F0CCCA01B85E6A0D81132718C,0
492,03146C9AA7EE97FB58C7295C19FFB2AC,0
493,03174A18E899E4701A59D61F76B6013E,0
494,031933925916DD38C561C74F1A9DB283,0
495,031BBD8C33A2659CA929587CF5E0658A,1
496,031C3646607421306E9D1A4F7A184B8C,0
497,031CF81B693DBFBE0BA0E5A8DDD68231,1
498,031E54ABBF84DE7C1E0E0EC41CDB198C,1
499,03206610BA1E8A254E2005EC7693093F,0
500,03217EA642904B7C1D9CFF0A32611B71,1
501,03222CDA435ABD68A2567BE5AF738C47,1
502,03251BF2710E7AF741F41C2DD833EE38,0
503,0325E1F974E54CA9356C9DE44B3455AB,0
504,03261E01FB79F99E87418E06ABB1FEA7,0
505,0327CE835805D41C9D1F61FDCF3C4DB1,0
506,0327FD32DDF5C2B8B40A6E3A68BA6398,1
507,032A9AF13C9C27CD5711AC6F201D5F88,0
508,032B3B0ED99A6BAC5EE4C44E2DFBD6DA,0
509,032B8E94DF8975FA5ED4E0F6E9E84609,1
510,032BEC1C196F6AA9B9AE780E22CD68E3,0
511,032C6128B844150BFEBB607D85A0C3E5,0
512,032E968E68B95F75511673C8E61C0062,0
513,033016CD177057D99D4B1BBA6446EA0E,0
514,0332245EC60C212A83D683BB8F19D2B9,0
515,0332B369B58347386D123D0B3C73BC38,1
516,03334F01D4B526239066E969DD43D1D2,0
517,03349B560925B9A5D990C7EECA391D36,1
518,033747EF5F79F84DD921C9DEC3111028,1
519,0339D128B9895133F9F2F2FF03F57C6B,1
520,0339F52B645EF6A946B214428B10717C,0
521,033A935BD697C6999B2DF1EFFDD64BC0,0
522,033B8919450C4A53A457501BC5FA7C11,0
523,033C3A2CE8B7C83EADCC338D23EA230D,1
524,033D7B510A26DF1EDA26298B9C699104,1
525,033DE6A1C236DE9A1AE118DE8B4ADC10,0
526,0341758131357F4B50FCC8A0D3AD101C,0
527,0343357C127B3DB41D4FB044B1CAB65B,1
528,0346A85D9B97F7BA2FBF954FF762913D,0
529,0347290419C1C7D6997C265F68089113,1
