,asin,awesomeness
80,003DAB19FD2B381BB1DADDBAFEC0B87D,0
81,004039EAA0C0A79349A38D32BC906CEF,1
82,0041CFD1782959C280D8F87E6D206586,0
83,0042768EA85AC49C2CEE8D108DB9A49A,0
84,00427D2C46701674B0BBE9A2F7C6E3E2,1
85,004350F4E95A53820C769F3B2B863C0B,1
86,00435815094AC3C487B592436D4947C5,1
87,00444551669890D33A208013FD6254EF,1
88,0044FDD7E751BB54B6563425BF529DD4,0
89,00457E0B8538840AF9C5E89D221663D7,1
90,0045D5AC5B9F8A34B8D486BF4B23FE36,0
91,0045E226DAE6D0E42603983A09C07A79,1
92,0046258AD921BA88BD05010F1ACB5471,1
93,0047ED9C51EA06BD11EEFC2E87D18643,1
94,004AB32B2BB7E3687DCDDC09C6A1991D,1
95,004ACC027BBC092DD9BEBC6CD329D002,1
96,004BA612038056592D7E4EB99D81C39C,1
97,004BF3804C16EB34D5DCA36A4DD8ED80,0
98,004D5D2DD9C1747E721F8541AE6B0EBC,0
99,004F00FEDABB7A6C962F4B22F0FD5AA0,0
100,0050D29304D0D50D804065F74D95BC17,1
101,005175095B0754A089F2AC9381BA373A,0
102,0052E08BBA2E7A98A90A8DAF14D40DBC,0
103,005392233E92A31344F779740D89C7C7,1
104,0053CB30C8782732159D2A53BBE0639C,0
105,0054AC9C77348D69D3182263447881D7,1
106,005507A674EF3C8B24144D2DB6059737,1
107,005605A064B0C3CE17067CE1B95453C0,0
108,00563F6C42285332FA030092C85901B5,0
109,0057588C3CE9C86292A4FB98A24C982E,0
110,00575D05DD13D2CF93550B62A35879AF,0
111,0058BEB97789A70686509A817B53C9EF,1
112,005916C63339DD180932CF01427ECBAC,1
113,0059C23CA0A5BF335648BBD77053DA18,0
114,0059C80D3B75265F510BACA5C2626EF4,0
115,005A1C7A6F3B6982022101C70DBFEE1E,1
116,005AFE36A262B873F652621A7F382255,0
117,005B584B718FF7F9B822054E48CAC2C7,0
118,005C2B66D4DC3DF61348087E856BA09F,0
119,005C48A705B0BC30FFD21040A14A4D6B,0
120,005E8D6BB9DF64DB000B0EC95D956DA6,1
121,00611DFF47078EC9A2BF17BCF14D7FE5,1
122,00612BDE1191DA4FFD248C6480BE5370,0
123,0061A35F318B2D04E0A19E6C611EC0DB,0
124,00623350C878BBE8B059E84A8D12735B,1
125,0062A9212C46947A653417AE3278C93D,1
126,00640709D2B8F6F71F112C093B5150FC,1
127,0064834455D40C16CB2887944502471B,1
128,0066E472EFF16DFA3AA7765210A84A52,1
129,0067EBC19C5C93CFDB9F3AF801519FB1,1
130,00681CB2DC41E613876DB5A857323F88,1
131,006874DABA7D31F7E1712F602838873D,0
132,006B45408600C3AFFB099B90E946092A,1
133,006C303A7BD4A0BADAAB271E03B851DF,1
134,006C67FEFDE0BC2D05406EBE7134C488,0
135,006CF802E3ECE4170C1C0FA9B6E3F175,0
136,006D4618522287D67BB9271ED4C9A905,1
137,006DABE6AE054E6B1A5B029912F133BA,1
138,006F19636BF85877A9707ED0ABBDC51C,0
139,006F260222449B79B337FC70A7CB6F2D,1
140,006F6E0580C398F11F87B476DEC468A1,1
141,0070647E70F26EA84880638FCE13B9BC,0
142,0070A402AA8E3899A01AC3296579B199,1
143,0072032F5306ECB8DD4E6ADA84895433,1
144,0073526470923125B1C4C7A1C5B76A26,1
145,00752A7B4A687C29452885031C8FA54B,1
146,00752B113C85092C7168DD1D60A0A258,0
147,0075BB6AECEE531992F734CF2B6ED16C,0
148,0075E69B1CFA1B3F516E5FF85C84E268,1
149,0076A419EA3EFE5477AE43F67B009C43,1
150,007757DB9E4883816289C4DD456E961D,1
151,00779DA6E3DF8AA0C8F601E23039ACD9,0
152,007971F3C10145E658F638A7387CBD7A,1
153,0079A51700CE2D19BC7030F58D9BDA85,0
154,0079BC8634001A1B55908FF283AE4F53,1
155,007B4A2AD28B2C49A1710DB25BCA82FA,1
156,007B9D1DF65030982B9E47C4E85CF823,0
157,0080E4C0E268063B0E3AA67A08615220,0
158,00821AFF7097E699C94F8221F7433028,1
159,00833C84AFC335189CBDB2FFE6EF16D6,0
160,00834B89970086972A0A766C594A3CAF,1
161,008424BE6C47E0A1161A127274312374,0
162,00845F4504F49646AD7BA48BB89AE9FF,1
163,00847309D543A38E68E6EB5E611AF992,1
164,00848F660F0BD0EDD1EF909D7A6213E8,1
165,00849A7C5FEBCF3D89A8F91D34625A04,1
166,00851CB217DC140A613A7E89A55FC1A5,0
167,0085A79DC67D63C26D16648DFFDDF086,1
168,008616C6E7BFA873C4BF073C4E4F932D,0
169,0086838AA955B74C5002D62E1087456E,0
170,00869AE4BA2998D8D21EDF1F0BB5F1F2,1
171,00875FF357AD9CFFE5977522100EAE22,1
172,008766A83406CD85CFE2E1930BCDF19A,0
173,00886E17331C35F99164E57612956779,1
174,0089A0A41107B249163A736BDB95E72A,1
175,0089E78DF160BCA7773EFFE62CF89E77,1
176,008A2369B1152A675C6BCFB4C1576525,1
177,008A33D246B83C60F94162E8C33AA0FC,1
178,008ACDCD2F57A7C95D52328AC9E08295,1
179,008AE8B4A02C53F23CE4E5E2141A9783,0
180,008B45A64AEC938E9F7427975005B503,1
181,008B628678CC35488E54CF9773E78FF2,1
182,008B879A8FFDC0FF392258A79F5FB0F4,0
183,008EAACFC853468362D43DA17EF2E47C,1
184,008EC22DB69FEC6C8B0070734A5CE163,0
185,008ED38A2ECFCA6A05BA994A40D07DB7,0
186,008F83FA5BA2AEAA6984B8C47FFA0FA1,1
187,00905D0FCCFEA6146B6E16D8BCC00CDF,1
188,0090FEB888A9173F5E96C50F6011B7AC,0
189,00927BCEEBCD93A203D4B49C65A3228C,0
190,0092B6F9AA37368A9737BD54C1393F51,0
191,00934AD4B2AB2127A17E4E38AAE5ECCD,1
192,009394F66CB4FBFF14F4F3B28738DDCA,0
193,0094B5878EE711EF74F84C26239F4B45,0
194,0095269EDCEDD1D26BFC6C881F6DB87A,0
195,00954BA9DBE3A0374CABE54071A4BEBF,0
196,0095644E0640E5E29D04FED658E77251,1
197,0095D9A091028458474A328DA486DEB6,1
198,00965489DE293D97E94304BBCC5F40E7,1
199,0096E86272C10223086295FB15E55E26,0
200,0098DEF7EE3737D952832DDD29DC63B4,0
201,00996347037001AEBB5CFB808D12415E,1
202,00996B220E0A1CE30EFE4C8CFBE7D6AD,1
203,009BA72A79CB3465784852F110D1C3F1,1
204,009CACF7D4912A5550D0F32443FDD20F,0
205,009D433CA68AA5815F3768F5B2794B79,1
206,009D5F98444BC7C18EA74A28BBDD94F1,0
207,009D721E3C798769D5EF589288D974C0,0
208,009E316CD025FAE8160ED8D02E7FECF9,1
209,009E6C132CEA40F1763428D42EC9CBC7,0
210,009FBD31EF13C3EA2499D0B26269A409,0
211,009FC39011A93681B67886C30DBDD095,1
212,00A00FB63990A9FC8F6526E9E53B051F,0
213,00A053596C1C6E359023C2196454CC2A,0
214,00A077F151B43F9764849E5154326D07,1
215,00A0C7C68040E32B4308BAF93C43FF2E,1
216,00A1D6B990D034A0BDD7D02B55E1F9F4,1
217,00A20A1F7F32B6792A98F0481EAFA7FC,0
218,00A370EEF33D56AEF7FD782963F7E2A3,0
219,00A3AE0505A986CB86F6FA9929950132,1
220,00A4E7CC95731D253BFDD522A6852C96,1
221,00A5D7ACAAD64556DFCB97E7D7112892,1
222,00A8404E5D8D59D53CA6B2105E4D7663,0
223,00A86C00F62CCC3D56ABA5764D71B4A6,0
224,00A879E4D6C3B31ABC53AF2AC200FC74,0
225,00A8BC6ADDD17F7B368B3995DDFF0D5B,0
226,00AED6A68F208CA5D50724E7BA7E0BBC,1
227,00AEF1997879D84BCC17338E9702AA51,0
228,00AF3969A70370B53B050EEE959257D7,1
229,00AF564BD9538DB7A3289A41D21E6B46,0
230,00AFDD85F19F865684610E26159CD0C4,0
231,00AFFA0F4519956E9A63F6620C9FEF1A,0
232,00B2A194EF6F6EBEE588553633E1D394,0
233,00B3023F6F0E24E56F0C5AD7A6DB5944,1
234,00B307F46CD0DFF6D11FD0F9BE9CAFFF,1
235,00B366909335B93A4146E7AE33276B23,0
236,00B370C1BFD4F15FD3A3C9E2D344AA1F,0
237,00B3C85A31F80599F4126AC944EF7C98,0
238,00B45632800D94FF9416C91103A0233E,0
239,00B7A4F6B4DA7EFB23B050483002D4FE,1
240,00B83823058B179E60AE8B21149AA111,0
241,00B88EA56FD82CC2F5467D586FD7EE58,1
242,00B990F7C9FDF6690FF7910C633EB0E5,0
243,00BBE273B17B6CE603E88848D5D55003,1
244,00BEE898A46949273179634027E359DA,0
245,00BFC86F18BA5044E71B319E36E17657,0
246,00BFCA806236AB81240304A87237EA2B,1
247,00C0874861240B17BCD4F487E065F52A,0
248,00C131F50561E09C5A8062B71B203CA9,1
249,00C1C443BAE64F358DD243D13A51FB1F,1
250,00C1D3B1526FD8705B830BB15F271480,1
251,00C1DB4FFC030DC2127D0678A519438F,0
252,00C22E853B06C3262BECDA2D07356C84,1
253,00C3763F7B3D3F6C212C232075B864F5,1
254,00C4E42B390BB44F41FF96AFFC5780FA,1
255,00C4F8356553978CC7300382E2369659,1
256,00C552951ED9B80F9FD8F53E73A49E7C,1
257,00C58D058394C37906A4EE08566A8BE8,1
258,00C69484032367AA0A1AE3D45068504A,0
259,00C6DBA57B628F9535360AA630669712,1
260,00C736C6A6157976CB4080BF64ACA160,1
261,00CA144D104EC2A52630691A04161CFE,1
262,00CA6FEDC6BC4EBEDA67E61F24FEF7E4,0
263,00CBB9D4252326719F470A84B03CD2A4,0
264,00CBFDA015DEC5B6E3D876D3EC3174B2,0
265,00CD210BD03525860A4D68A622DC949A,0
266,00CD29C2E33EDC91CCCB7BEFECB43A3A,0
267,00CD3A80EBB6CEDDAA1FBA6BDC83DFBE,0
268,00CDEDDA904711A0A044FA77DD325C0F,1
269,00CF740FC4E36F5808375CADEADEF855,0
270,00CFA463E5B1CC2C8B3FB397543FA8A9,0
271,00D15E055C9BEC861FD394384C186693,1
272,00D20411182053AA62633C57268C5D48,1
273,00D455F64B951FE0DE19FC4AC891DAAA,0
274,00D47BE6A17FFFC28A96BCE3F8D6D72E,1
275,00D4A26A69F378C34280AA240E0B5181,0
276,00D516937C786C405A855361A619670A,0
277,00D68B3DAB611A4FC2BB6B9E7116FD92,0
278,00D8235CE3D10887AF7A9CEEB6E9B7E9,0
279,00D84C4B7E7096FCCAC246CDD6574FBC,1
280,00D8B7846956DD7990D7958A69B94162,0
281,00DE4AF88DF17D4C97E3C8E2C9274103,1
282,00DE97B1D28D8C4EFEF96CF770B5A752,1
283,00DF796341B7D0A9999832C03301F983,1
284,00DFEC2EB8E5FE3FD66D1C03AD0E1E79,1
285,00E080205D353916086FED835B740289,0
286,00E12F7AC98BD1BB764CD17542F5D6B3,1
287,00E21F4A344837347DE3AA80E9D1241B,1
288,00E3A1445EFEB17300ED164E2CB9E288,0
289,00E416A7B1435F4EEA98881D6C450DC2,1
290,00E5461CEF6AFA5BF2DA7F090F682CE7,1
291,00E727EA7DB5FA22436C0634BB30DEFA,1
292,00E7F8EBD36BE4C349B617E28F156F74,1
293,00E87FF4DA58A6A33DCB14390D331926,1
294,00E889703B45157EEF27D72311E31D62,0
295,00E895B9ADEAAF9CB294C4FA43F94E09,0
296,00E9BA2B39A80575A463BEC90860B202,1
297,00EA387F0122DB3A6F13D844B7CA0CB9,1
298,00EA57C76A0A4CF4A005BBB63B8014FD,0
299,00EA6A7DED6C40676BE497BC913DC27C,1
300,00EC7A4B3FD5CE19CC2F728C1EFA234E,0
301,00EC84FCF91A25C85E29BA8DBA695299,1
302,00ED1A0227238D953D0D70F5E03DDF26,0
303,00ED1D4E6AEFCB80FD9AD753E273A1B2,1
304,00ED2947A6D97E0F5F5B0DE1DC9D09C8,1
305,00EDE7A6AACEEFED61A8E554A3B39534,0
306,00EEE72474BB623F3519B606C3F34329,1
307,00F0479A16C6886927718DB59EFBC669,1
308,00F0D9D0DB630BB4F9B1D823289BEB87,0
309,00F0E9C2BE5903E4D45B63B8225F9023,1
310,00F16DEDD14266C9E12E4BEB426C9BA0,1
311,00F26E83E7DD1A34F1B0222E14120FF7,0
312,00F2D783172EAB703B23BE1B3F7127D4,0
313,00F2EAFB664C44A48B1DBE13ABD5AF42,1
314,00F35DA19EC8A915D87BF74D690E5177,0
315,00F51FBA155E15C799B75DB343763BEC,1
316,00F7401D083F090BFEE18D9A700ED420,1
317,00F8445692C46B7127F9E0B542D01CE8,1
318,00F87EF083531E7859D874157EB6B669,0
319,00F8B214099535FEE88240E9ED2BCD5D,0
320,00F91F0DAA456194D4A5EE5EF3D9A718,1
321,00F9A3CDE443DFE6E9DE0125BECE675C,0
322,00F9E3E6CAFE09C3A7C9C26959A83168,0
323,00FAB7C6761F6DE60F3E07DDFBEBE779,1
324,00FB0E190B2F2EB19F9FCB1E8332BA16,0
325,00FCDDD49ACB40CFC808BA5FDFE0709C,0
326,00FE3F591C4D4A290D97A6FD170A78BF,0
327,00FE609C4A0390FC836AE0B92587BACB,1
328,01018998CA06417ABF2C65D3E8FACA9E,1
329,0101A93861581BB3DC8CCB4C12541F17,1
330,0101BEF543471A704A03EB7C857DA11F,1
331,01020423247400B9F195B4A3350F45B5,1
332,0103C929368D6DC73EA82CE39E29984A,0
333,01044D69A6E3B01D444FE50A919BE66C,0
334,010551E331B54A5D905DFBC7B5E9503B,0
335,01056EB32A3C69AF0BDD21127CB4B891,0
336,0105CA6C45B853B86AA1C64A40E265E2,1
337,010823B0B2A01B233ADE0A5149D91E3D,1
338,0108B92B0EB1D79F08692A9B4A06C252,1
339,010960DC45D7E0C1CCBE6FD41CD3B7BE,0
340,010A3A2725FDD01E987CC8010677B578,0
341,010A3D62D6C516B33F1B6399E6CDB33E,1
342,010AAB9F3470ADDAD867D618D4365126,1
343,010AAD607006A93DCA9AF225300C2EFE,1
344,010C14EE886BAA13490E20F0D2FF2C51,1
345,010CB0D58A72342F082381B99F611415,0
346,010CD4BE16CD8365AF70E49FB1653242,0
347,010D6845A50EEDAB9438FB5226BEF2A7,0
348,010E1F88A03FF85A111C2E40D0DB153C,0
349,010E2DDAA38C8293672026C9133F40D5,1
350,010F9579FF6F5E8EBBACD251729F19BA,0
351,0111EFB03CF900BF5B1FD4A4CC2E2922,0
352,01130B980CB945A6FC8B939BB6C6C005,0
353,01139C2B5869A85CB2A8EFED2F7F90D6,0
354,0113A5EF8A297E721529E854D8D91A3F,0
355,01142F5BCE3B64D861041A92E1826E93,1
356,0114E5DC9CA0002FB0B644D3A971E88C,0
357,01154F8078D7CB59CEDB5A13BEC5362E,1
358,011647866F7FB03499B8E014CE928E4D,1
359,01168307086ACC247191038A54DE2DA8,0
360,0118303F575298B251210A8BB0E7911C,1
361,011832B1A9C3BAACAD6EDE0B93DBAF77,0
362,0118D1A466D55B37781C151A4539644F,0
363,0119293D22D3C90C5F4E469D18AA5AED,0
364,0119E82FA6B580A18CCB7C7F3E6605FE,1
365,011A22FF03A641B025144B9E7414D35D,1
366,011A386FD479BA3F3B206BB0E2737BDB,1
367,011AAEBD7E8C3AD19D63E63D40F2E711,0
368,011BC90ED0A557A906717BA8210E36F5,0
369,011C43B889E8BCD2B064909ABB96639E,0
370,011C674C9CBC52D199C4D8573010F60A,0
371,011C71AAE58CAA6D71B1897E19E5F577,1
372,011D3D51E3E2A1C5AA3EB4C711EC5261,0
373,011DFD49DF871A544760A5DBF5D17A19,1
374,011F678044A8E71D81CD88CF7075EA18,0
375,011FB3805D437DC5529558470BD13D9D,0
376,01218A3C1DF5745FE394FAC9A7BE0DA8,0
377,01227723B13E803AA6B04664DB55A77E,1
378,0123B5C4AD869E137E1C52BBFA4E0D93,1
379,0124B6D6481EFC171F5055430CF2B6F5,0
380,01261500D0310B4FFEC7DF9DD802759E,0
381,012666141232B236E39550405175A5F9,1
382,0126B74FE9250C9E820D0A27B113B943,0
383,01273CEC7101845120C0C1019F6A4C3E,0
384,01291B128ABAC51209D60D30179874DC,0
385,01293368A5A1B44443E8833CF25422ED,1
386,012A06F947B50AB2D7EF85FA33EE26B1,0
387,012A53831D7EC6853D304AB880D0C88D,1
388,012B8EE7D4AF11B40AD39DE0F650A80E,0
389,012BA01DBF92D12D5684A5D3226DB09D,0
390,012BCCA329B7F14D3842A9468CE77689,1
391,012CB1FDB1506974DFC29D95CB1B4145,0
392,012CCA215AF3A95D12CB10D2AF83E1DA,1
393,012D773A4398459F160A1121F966B479,0
394,012EEC1A307806327F0D7620D360608C,0
395,01324DFB4DB0EF3D39F7A5079018C104,0
396,0132571C15B359F00D335F313B1C1F6A,1
397,0133418F3E25C965FB573D99D32BCAFB,0
398,0135238777B8A82365BF9E9C587EB94E,1
399,013667034F5AB59D867734BB35720C17,1
400,01383EAF45CE1EFAE1AD75DBDA9E1204,0
401,013888AC9AFDFD94F998014F925943C1,1
402,013C19B70A96980A6BC9F46CF869D578,1
403,013E3755C7E383F6D2927550FCDF2D00,0
404,01401BD9848C52B0B7D223BF5A241B89,0
405,0140DD343FA1F13CE3B727E3AB01BA70,0
406,01413B6DF95600E68FC5E861EDE9D4A8,1
407,014193F0EE7213E3A648086BB799D7E4,0
408,0142E3B9DEBE251BF155DE9DB8F220D9,0
409,0142E9F7C28A27DA49F8B3D8D55E7A6B,0
410,0143134ACE8F2D0DC63E796EB70F6748,1
411,014449FD32BB345D2F6A7700A6C3C99A,1
412,01454B18577B03DFE927DC993F2D3EF4,1
413,0145B2DFF2071B3A3F0D28FF950AFFE2,1
414,01462405C800E2D9CDAEA8FFDEA14B09,1
415,014717F37EE13F99129D2A92EA22E243,0
416,01473ABFFCEEBFC2A7963953CAD3C6B3,0
417,01483B8E1B50BAD34A5C7941F6F9A397,1
418,0148E2BE50086BD9518FD6714D28A7E5,1
419,014B81E1D98B95A1130F3F9A075207BD,0
420,014C56EDAC75BF301DCF07135E705647,0
421,014C7616A6D424FA58F79D75FCDD6277,1
422,014E1102AF9A34D5090C1B6FF6AE1E2E,0
423,014F2B8C9AAF4B1520FF9AFE3C6F0F75,0
424,014F3E68FC6328C2AD076F5D4EA7F17F,1
425,01510DAB0745D9C3AE586448D16BB44A,1
426,015157D27783F1AE6680DE0D80690967,1
427,01524AF69CEA7F3DA1FF8B455C29D708,0
428,0154B6F305D749194F1C7BB2401A6F9E,1
429,01551B0966044F284DDD574B65B8A419,1
430,0155580E1AB649D99D860B4208EF21A2,0
431,0155C97F649FB74ADCD4AEDA071A5F87,0
432,01576BCD769049E02C4EB18A8461D896,1
433,0157B129F2AB16570EEEE7EC5F85EC51,1
434,015873F47717C24061C4F608911C1715,0
435,0158FB98264BDED319A5A5FCFA77CA29,0
436,0159093231271B9CDE3383A7AF3E6CC1,0
437,01598527F6516DD38CA5AB6EEA940FE8,1
438,015A5A91747FF1D4CA9E57377892EEBA,1
439,015AA37C75E1DAB1E06C9D1A09908839,0
440,015B29C0453F244BE3DF4E9DBC16278A,1
441,015EC6571D15E3EDAA2BAB6B6FA70407,0
442,015FA3EA0DF29DB35646FAF84A3E3FA3,0
443,01626C0BE586AAFE6CA0A3F19A9F48B8,1
444,0162F32B2610ED79AFE71F756E7B1B7D,0
445,016476C2E811354A67C64995F65A14CB,0
446,0164C9F95A5B8F96C638EE260E250ACE,0
447,01653F017B8D82FE4472405DAD649A1D,1
448,0166359741FD3D468FF9BA1FE3945B05,1
449,016A1CCE9B4D5CCF2FF4F0F420495472,0
450,016A58EF372C03FA29ACA17B1F399FF1,1
451,016AA8BEC7A7459B58FF216C148A7FA9,0
452,016B37B58956A95F185B7D9A15BB3247,1
453,016BE346520395B03BD422D915CEFA13,1
454,016CD10B8A21C957362918D17A8DF3E9,1
455,016CFB696F7451392A8FBEF1A749A138,0
456,016D3DA3649E35654DDF7089BDDBFE69,0
457,016DC75CBCDFD5494DA8D7C1D6E895EF,1
458,016DFD989D87DE84731F42E6B32CEA61,1
459,016E63C418D249FF215B8E9C113632B8,0
460,016EC076C702DC9411A2AD18639CEF5D,0
461,0170773D9B9A8B2E567ADDAA4EC0ACA6,0
462,0172A8953B573BC4A6CFFD2DF58ACDD7,1
463,0173BA9D622054B4EA9641B3CF6E161A,1
464,0174680CA1AD0490C028DFA47C16FCE0,1
465,017494998DB293CEA16AF5E4D936B85C,1
466,01751AE95D55156124DA9AAEBCF82A71,1
467,0176384FFAD014722A483CA9BD25E85F,1
468,017932BBC58A5266B0C26EDC47A06DC8,0
469,0179B72A778083707A245F8E44AA55B8,1
470,017CAB7C76CC71D4DE3F3EBDE2D5972B,1
471,017D54C0E62A8AE02F8BE9DD795D711F,1
472,017D7382BF1E53893F69B6CBB2BE5630,1
473,017DA7986902CC6B866A3463C26A4456,1
474,017E46B149242B86CAD410980FDE02A9,1
475,017FB5A392696AF5D0E4506319A1F3EC,0
476,018158C58412BC3C0E2689A5CDAE35DA,0
477,018160338793C18332965D7F4181F494,0
478,018288924A65C81A45BCCB7B4B29185B,1
479,0182BEBD1DF68542C2AB8975F2EA4C3D,0
480,01837719CF3BB94598627F427D35CD2A,0
481,01845F51F0B59B2DD480ED51F0331FF3,0
482,01849568788AF718EEBA72D22DBEE86F,0
483,0184E44BDCB8D002B49E8E8708FD4C75,1
484,0184F81AB2D5374151C7AB49FF6B9D72,0
485,01853309022F69941EE188C914E84BB3,1
486,01856A05358E3319AA27F106270D7403,1
487,0186DEED32DB0E219C732A0BE3433A59,0
488,0187633A7FF653A99EB776327A41FFC1,0
489,0187E7AB3B09F92B5BF8DF199DB634F7,1
490,01882D0911C7C90F3F9780CB79D18DD4,1
491,01886DD05F992F278E5D8AADA4AF9CA7,0
492,0189859BEB407AC2DE568F36EC6C44C9,0
493,0189C1FF7523006B959308211881C93B,0
494,018A205861FA958FF92621F771100778,1
495,018AB4E943C535A6F02DFB7E073E2B46,1
496,018BC8E14EDF0EFFAB64494816164327,0
497,018C31D095B1AC751B0CE51280551502,0
498,018C48628DADFF3143446227A341F4D7,1
499,018C8638D15F9F94AC0121F4E144A301,1
500,018E26232946F8C360D99E2914ED1B19,1
501,01903B1D79F7DF3DE15E0E0302C79D07,1
502,01908245254690D8B8977DD6DDCC40C8,0
503,01911AB8219E6352538646392C282F47,1
504,0191D89916B761F708184CDE35FAEE69,1
505,019369828D8FE655D5CF34EBFE1E9B5C,1
506,01938E4F8F4D77CE5747D4BE0A4B7550,1
507,0194A146643786A40427535FCA25E829,0
508,0196BF67818960C5686E29861EE6E1AF,1
509,01975073D4CE71632A7DAD18E1C5344B,1
510,01979EC86CD1D91E725240FB27A02CDA,0
511,019835A5A3C6E6B0A1983E44B261703B,0
512,01995C617DFFCF002EF67770F1FA5186,0
513,019C393F41C0C0986FBCAC515D3E4CAB,1
514,019EB2035D6E4228247B0328D9263903,0
515,019F6D61DD1E2B6AFC03F47CF817C1AA,0
516,01A1CFE2F5DB56307FD91C94BADF3190,0
517,01A22B5E930904F0070F2B88473ECADE,0
518,01A299C1082017498095F1A4E4B05098,0
519,01A2D7DE5BC92870376279E6A0326003,0
520,01A3F89E6F2B7FCA1BBDE405D8545285,0
521,01A427848DE7ADEDADC06E0A95D33088,1
522,01A4CD3A3C391AEEEA30F46296C83FA2,0
523,01A581F63F48D60F3E80B89E06380E7C,1
524,01A66CE68DFD09FB35A7F6D28D859F4E,0
525,01A93AC31703F0D48F371A56986F7D18,0
526,01AA40B164460A8F156D5C86EF1FCA18,1
527,01AAE3F34D2BA381716FE80DFF045845,0
528,01ACE3341198D557A425F93DD253CC38,1
529,01AFAF608434135FD1C6678E624F2118,0
